,file,not_plane,plane_common,plane_large,plane_with_trail,plane_too_far,plane_partial,helicopter,something_strange
238,238.jpg,2,0,0,0,0,0,0,0
239,239.jpg,0,0,0,3,0,0,0,0
240,240.jpg,0,0,0,1,0,0,0,0
241,241.jpg,0,0,0,2,0,0,0,0
242,242.jpg,0,0,0,3,0,0,0,0
243,243.jpg,0,0,0,2,0,0,0,0
244,244.jpg,2,0,0,0,0,0,0,0
245,245.jpg,0,0,0,0,2,0,0,0
246,246.jpg,0,0,0,1,0,0,0,0
247,247.jpg,1,0,0,0,0,0,0,0
248,248.jpg,0,0,0,2,0,0,0,0
249,249.jpg,0,0,0,0,1,0,0,0
250,250.jpg,0,0,0,2,0,0,0,0
251,251.jpg,0,0,0,1,0,0,0,0
252,252.jpg,0,0,0,1,0,0,0,0
253,253.jpg,0,0,0,2,0,0,0,0
254,254.jpg,0,0,0,2,0,0,0,0
255,255.jpg,1,0,0,0,0,0,0,0
256,256.jpg,2,0,0,0,0,0,0,0
257,257.jpg,0,0,0,3,0,0,0,0
258,258.jpg,0,0,0,1,0,0,0,0
259,259.jpg,0,0,0,1,0,0,0,0
260,260.jpg,0,0,0,2,0,0,0,0
261,261.jpg,0,0,0,0,1,0,0,0
262,262.jpg,0,1,0,0,1,0,0,0
263,263.jpg,0,0,0,1,0,0,0,0
264,264.jpg,1,0,0,0,0,0,0,0
265,265.jpg,0,0,0,2,0,0,0,0
266,266.jpg,0,0,0,2,0,0,0,0
267,267.jpg,0,0,0,2,0,0,0,0
268,268.jpg,0,1,0,0,0,0,0,0
269,269.jpg,0,0,0,2,0,0,0,0
270,270.jpg,0,0,0,0,1,0,0,0
271,271.jpg,2,0,0,0,0,0,0,0
272,272.jpg,0,0,0,2,0,0,0,0
273,273.jpg,2,0,0,0,0,0,0,0
274,274.jpg,2,0,0,0,0,0,0,0
275,275.jpg,1,0,0,1,0,0,0,0
276,276.jpg,0,0,0,1,0,0,0,0
277,277.jpg,0,0,0,0,2,0,0,0
278,278.jpg,0,0,0,1,0,0,0,0
279,279.jpg,0,0,0,1,0,0,0,0
280,280.jpg,0,0,0,1,0,0,0,0
281,281.jpg,0,0,0,1,0,0,0,0
282,282.jpg,0,0,0,2,0,0,0,0
283,283.jpg,1,0,0,0,1,0,0,0
284,284.jpg,0,0,0,0,1,0,0,0
285,285.jpg,0,0,0,1,0,0,0,0
286,286.jpg,0,0,0,1,0,0,0,0
287,287.jpg,0,0,0,2,0,0,0,0
288,288.jpg,1,0,0,0,0,0,0,0
289,289.jpg,0,0,0,3,0,0,0,0
290,290.jpg,0,0,0,2,0,0,0,0
291,291.jpg,0,0,0,2,0,0,0,0
292,292.jpg,1,0,0,0,0,0,0,0
293,293.jpg,0,0,0,1,0,0,0,0
294,294.jpg,0,0,0,3,0,0,0,0
295,295.jpg,0,0,0,2,0,0,0,0
296,296.jpg,0,0,0,2,0,0,0,0
297,297.jpg,0,0,0,2,0,0,0,0
298,298.jpg,0,0,0,2,0,0,0,0
299,299.jpg,1,0,0,0,0,0,0,1
300,300.jpg,0,0,0,2,0,0,0,0
301,301.jpg,0,0,0,1,0,0,0,0
302,302.jpg,2,0,0,0,0,0,0,0
303,303.jpg,0,1,0,0,1,0,0,0
304,304.jpg,0,0,0,3,0,0,0,0
305,305.jpg,2,0,0,0,0,0,0,0
306,306.jpg,0,0,0,2,0,0,0,0
307,307.jpg,0,0,0,3,0,0,0,0
308,308.jpg,2,0,0,0,0,0,0,0
309,309.jpg,0,0,0,1,0,0,0,0
310,310.jpg,0,0,0,2,0,0,0,0
311,311.jpg,2,0,0,0,0,0,0,0
312,312.jpg,0,0,0,2,0,0,0,0
313,313.jpg,0,0,0,2,0,0,0,0
314,314.jpg,0,0,0,1,0,0,0,0
315,315.jpg,0,0,0,1,0,0,0,0
316,316.jpg,0,0,0,1,0,0,0,0
317,317.jpg,0,0,0,1,0,0,0,0
318,318.jpg,0,0,0,2,0,0,0,0
319,319.jpg,2,0,0,0,0,0,0,0
320,320.jpg,2,0,0,0,0,0,0,0
321,321.jpg,0,0,0,2,0,0,0,0
322,322.jpg,0,0,0,2,0,0,0,0
323,323.jpg,0,0,0,2,0,0,0,0
324,324.jpg,0,0,0,1,0,0,0,0
325,325.jpg,0,0,0,0,1,0,0,0
326,326.jpg,1,0,0,0,0,0,0,0
327,327.jpg,0,0,0,0,2,0,0,0
328,328.jpg,0,1,0,0,0,0,0,0
329,329.jpg,0,0,0,0,1,0,0,0
330,330.jpg,2,0,0,0,0,0,0,0
331,331.jpg,1,1,0,0,0,0,0,0
332,332.jpg,0,0,0,0,2,0,0,0
333,333.jpg,0,0,0,1,0,0,0,0
334,334.jpg,0,0,0,2,0,0,0,0
335,335.jpg,1,0,0,1,0,0,0,0
336,336.jpg,0,0,0,1,0,0,0,0
337,337.jpg,0,0,0,1,0,0,0,0
338,338.jpg,1,0,0,1,0,0,0,0
339,339.jpg,0,0,0,1,0,0,0,0
340,340.jpg,0,0,0,1,0,0,0,0
341,341.jpg,0,0,0,2,0,0,0,0
342,342.jpg,0,0,0,2,0,0,0,0
343,343.jpg,0,0,0,0,1,0,0,0
344,344.jpg,2,0,0,0,0,0,0,0
345,345.jpg,1,0,0,0,0,0,0,0
346,346.jpg,0,0,0,2,0,0,0,0
347,347.jpg,0,0,0,2,0,0,0,0
348,348.jpg,0,0,0,2,0,0,0,0
349,349.jpg,2,0,0,0,0,0,0,0
350,350.jpg,0,0,0,3,0,0,0,0
351,351.jpg,0,0,0,3,0,0,0,0
352,352.jpg,0,0,0,2,0,0,0,0
353,353.jpg,0,0,0,1,0,0,0,0
354,354.jpg,0,2,0,0,1,0,0,0
355,355.jpg,1,0,0,0,0,0,0,0
356,356.jpg,0,2,0,0,0,0,0,0
357,357.jpg,0,0,0,0,1,0,0,0
358,358.jpg,0,0,0,2,0,0,0,0
359,359.jpg,2,0,0,0,0,0,0,0
360,360.jpg,0,0,0,2,0,0,0,0
361,361.jpg,0,0,0,3,0,0,0,0
362,362.jpg,0,0,0,2,0,0,0,0
363,363.jpg,1,0,0,0,1,0,0,0
364,364.jpg,0,0,0,1,0,0,0,0
365,365.jpg,0,0,0,2,0,0,0,0
366,366.jpg,0,0,0,0,0,0,3,0
367,367.jpg,0,0,0,2,1,0,0,0
368,368.jpg,0,1,1,0,0,0,0,0
369,369.jpg,0,0,0,0,2,0,0,0
370,370.jpg,2,0,0,0,0,0,0,0
371,371.jpg,2,0,0,0,0,0,0,0
372,372.jpg,0,1,0,0,0,0,0,0
373,373.jpg,0,1,0,0,1,0,0,0
374,374.jpg,0,0,0,2,0,0,0,0
375,375.jpg,0,1,0,0,1,0,0,0
376,376.jpg,0,0,0,0,2,0,0,0
377,377.jpg,1,0,0,0,1,0,0,0
378,378.jpg,0,0,0,2,0,0,0,0
379,379.jpg,0,0,0,1,0,0,0,0
380,380.jpg,0,0,0,1,0,0,0,0
381,381.jpg,0,0,0,3,0,0,0,0
382,382.jpg,1,1,0,0,0,0,0,0
383,383.jpg,0,0,0,0,1,0,0,0
384,384.jpg,0,0,0,1,0,0,0,0
385,385.jpg,2,0,0,0,0,0,0,0
386,386.jpg,0,0,0,2,0,0,0,0
387,387.jpg,0,1,0,0,2,0,0,0
388,388.jpg,0,0,0,1,0,0,0,0
389,389.jpg,0,1,0,0,0,0,0,0
390,390.jpg,0,0,0,1,0,0,0,0
391,391.jpg,3,0,0,0,0,0,0,0
392,392.jpg,0,0,0,0,1,0,0,0
393,393.jpg,1,0,0,0,0,0,0,0
394,394.jpg,0,0,0,1,0,0,0,0
395,395.jpg,0,0,0,2,0,0,0,0
396,396.jpg,1,0,0,0,0,0,0,0
397,397.jpg,0,1,0,0,1,0,0,0
398,398.jpg,0,0,0,1,0,0,0,0
399,399.jpg,0,0,0,0,2,0,0,0
400,400.jpg,0,1,0,0,1,0,0,0
401,401.jpg,0,0,0,2,0,0,0,0
402,402.jpg,0,0,0,0,1,0,0,1
403,403.jpg,0,0,0,2,0,0,0,0
404,404.jpg,0,0,0,1,0,0,0,0
405,405.jpg,0,0,0,1,0,0,0,0
406,406.jpg,0,0,0,1,0,0,0,0
407,407.jpg,0,1,0,0,0,0,0,0
408,408.jpg,0,0,0,0,1,0,0,0
409,409.jpg,0,0,0,1,0,0,0,0
410,410.jpg,0,0,0,1,0,0,0,0
411,411.jpg,1,0,0,1,0,0,0,0
412,412.jpg,0,0,0,2,0,0,0,0
413,413.jpg,0,0,0,2,0,0,0,0
414,414.jpg,0,0,0,2,0,0,0,0
415,415.jpg,0,0,0,3,0,0,0,0
416,416.jpg,2,0,0,0,1,0,0,0
417,417.jpg,0,0,0,3,0,0,0,0
418,418.jpg,2,0,0,0,0,0,0,0
419,419.jpg,0,0,0,1,0,0,0,0
420,420.jpg,0,0,0,2,0,0,0,0
421,421.jpg,0,0,0,2,0,0,0,0
422,422.jpg,0,0,0,2,0,0,0,0
423,423.jpg,0,0,2,0,0,0,0,0
424,424.jpg,0,0,0,3,0,0,0,0
425,425.jpg,0,0,0,1,0,0,0,0
426,426.jpg,0,0,0,2,0,0,0,0
427,427.jpg,0,0,0,2,0,0,0,0
428,428.jpg,1,0,0,0,0,0,0,1
429,429.jpg,0,0,0,2,0,0,0,0
430,430.jpg,0,1,0,0,0,0,0,0
431,431.jpg,0,0,0,1,0,0,0,0
432,432.jpg,0,0,0,2,0,0,0,0
433,433.jpg,1,0,0,0,0,0,0,0
434,434.jpg,0,0,0,0,1,0,0,0
435,435.jpg,0,0,0,2,0,0,0,0
436,436.jpg,0,0,0,1,0,0,0,0
437,437.jpg,1,0,0,0,1,0,0,0
438,438.jpg,0,0,0,3,0,0,0,0
439,439.jpg,0,0,0,2,0,0,0,0
440,440.jpg,2,0,0,0,0,0,0,0
441,441.jpg,0,0,0,1,0,0,0,0
442,442.jpg,1,0,0,0,0,0,0,0
443,443.jpg,1,0,0,0,0,0,0,0
444,444.jpg,0,0,0,2,0,0,0,0
445,445.jpg,1,0,0,0,0,0,0,0
446,446.jpg,0,0,0,0,1,0,0,0
447,447.jpg,0,0,0,1,0,0,0,0
448,448.jpg,2,0,0,0,0,0,0,0
449,449.jpg,0,0,0,2,0,0,0,0
450,450.jpg,0,0,0,0,1,0,0,0
451,451.jpg,1,0,0,0,0,0,0,0
452,452.jpg,0,0,0,1,0,0,0,0
453,453.jpg,0,0,0,1,0,0,0,0
454,454.jpg,0,0,0,2,0,0,0,0
455,455.jpg,3,0,0,0,0,0,0,0
456,456.jpg,0,0,0,1,0,0,0,0
457,457.jpg,1,0,0,0,1,0,0,0
458,458.jpg,0,0,0,2,0,1,0,0
459,459.jpg,0,0,0,0,1,0,0,0
460,460.jpg,1,0,0,0,0,0,0,0
461,461.jpg,0,0,0,0,1,0,0,0
462,462.jpg,0,0,0,0,1,0,0,0
463,463.jpg,0,0,0,2,0,0,0,0
464,464.jpg,0,0,0,0,1,0,0,0
465,465.jpg,1,0,0,0,0,0,0,1
466,466.jpg,0,0,0,2,0,0,0,0
467,467.jpg,0,0,0,1,0,0,0,0
468,468.jpg,0,0,0,2,0,0,0,0
469,469.jpg,2,0,0,0,0,0,0,0
470,470.jpg,0,0,0,0,1,0,0,0
471,471.jpg,0,0,0,1,0,0,0,0
472,472.jpg,0,0,0,1,0,0,0,0
473,473.jpg,1,0,0,0,0,0,0,0
474,474.jpg,0,0,0,0,1,0,0,0
475,475.jpg,0,0,0,1,0,0,0,0
476,476.jpg,0,0,0,1,0,0,0,0
477,477.jpg,0,0,0,2,0,0,0,0
478,478.jpg,0,0,0,2,0,0,0,0
479,479.jpg,1,0,0,0,2,0,0,0
480,480.jpg,0,0,0,2,0,0,0,0
481,481.jpg,0,0,0,2,0,0,0,0
482,482.jpg,0,0,0,1,0,0,0,0
483,483.jpg,2,0,0,0,0,0,0,0
484,484.jpg,0,1,0,0,1,0,0,0
485,485.jpg,0,0,0,2,0,0,0,0
486,486.jpg,0,0,0,3,0,0,0,0
487,487.jpg,0,0,0,2,0,0,0,0
488,488.jpg,0,0,0,0,2,0,0,0
489,489.jpg,2,0,0,0,0,0,0,0
490,490.jpg,0,0,0,1,0,0,0,0
491,491.jpg,2,0,0,0,0,0,0,0
492,492.jpg,0,0,0,1,0,0,0,0
493,493.jpg,0,0,0,2,0,0,0,0
494,494.jpg,0,0,0,0,1,0,0,0
495,495.jpg,0,0,0,1,0,0,0,0
496,496.jpg,1,0,0,0,0,0,0,0
497,497.jpg,0,0,0,1,0,0,0,0
498,498.jpg,0,0,0,0,1,0,0,0
499,499.jpg,2,0,0,0,0,0,0,0
500,500.jpg,1,0,0,0,0,0,0,0
501,501.jpg,1,0,0,0,0,0,0,0
502,502.jpg,0,0,0,1,0,0,0,0
503,503.jpg,1,0,0,0,0,0,0,0
504,504.jpg,0,0,0,2,0,0,0,0
505,505.jpg,1,0,0,0,0,0,0,0
506,506.jpg,0,0,0,1,0,0,0,0
507,507.jpg,0,0,0,1,1,0,0,0
508,508.jpg,0,0,0,1,0,0,0,0
509,509.jpg,0,0,0,1,0,0,0,0
510,510.jpg,1,0,0,0,0,0,0,1
511,511.jpg,0,1,0,0,1,0,0,0
512,512.jpg,0,0,0,1,0,0,0,0
513,513.jpg,1,0,0,0,0,0,0,0
514,514.jpg,0,0,0,0,1,0,0,0
515,515.jpg,0,0,0,0,1,0,0,0
516,516.jpg,0,0,0,0,1,0,0,0
517,517.jpg,2,0,0,0,0,0,0,0
518,518.jpg,0,0,0,1,0,0,0,0
519,519.jpg,0,2,0,0,0,0,0,0
520,520.jpg,0,0,0,1,0,0,0,0
521,521.jpg,0,0,0,2,0,0,0,0
522,522.jpg,0,0,0,3,0,0,0,0
523,523.jpg,0,0,0,1,0,0,0,0
524,524.jpg,0,0,0,1,0,0,0,0
525,525.jpg,1,0,0,0,0,0,0,0
526,526.jpg,0,1,0,0,0,0,0,0
527,527.jpg,2,0,0,0,0,0,0,0
528,528.jpg,0,0,0,1,0,0,0,0
529,529.jpg,0,0,0,1,0,0,0,0
530,530.jpg,1,0,0,0,0,0,0,0
531,531.jpg,1,0,0,0,0,0,0,0
532,532.jpg,0,0,0,1,0,0,0,0
533,533.jpg,0,0,0,1,0,0,0,0
534,534.jpg,0,0,0,0,1,0,0,0
535,535.jpg,0,0,0,1,0,0,0,0
536,536.jpg,1,0,0,0,0,0,0,0
537,537.jpg,0,0,0,0,1,0,0,0
538,538.jpg,0,0,0,2,0,0,0,0
539,539.jpg,0,0,0,1,0,0,0,0
540,540.jpg,1,0,0,0,0,0,0,0
541,541.jpg,0,1,0,0,1,0,0,0
542,542.jpg,0,0,0,0,1,0,0,0
543,543.jpg,0,0,0,0,1,0,0,0
544,544.jpg,2,0,0,0,0,0,0,0
545,545.jpg,0,0,0,2,0,0,0,0
546,546.jpg,0,0,0,0,2,0,0,0
547,547.jpg,0,0,0,3,0,0,0,0
548,548.jpg,0,0,0,0,1,0,0,0
549,549.jpg,1,0,0,1,0,0,0,0
550,550.jpg,0,0,0,2,0,0,0,0
551,551.jpg,1,0,0,0,0,0,0,0
552,552.jpg,0,0,0,0,1,0,0,0
553,553.jpg,1,0,0,0,0,0,0,0
554,554.jpg,0,0,0,0,1,0,0,0
555,555.jpg,0,0,0,1,0,0,0,0
556,556.jpg,0,0,0,1,0,0,0,0
557,557.jpg,0,0,0,2,0,0,0,0
558,558.jpg,0,0,0,1,0,0,0,0
559,559.jpg,2,0,0,0,0,0,0,0
560,560.jpg,0,0,0,2,0,0,0,0
561,561.jpg,0,0,0,1,0,0,0,0
562,562.jpg,1,1,0,0,0,0,0,0
563,563.jpg,1,0,0,0,0,0,0,0
564,564.jpg,0,0,0,2,0,0,0,0
565,565.jpg,0,0,0,3,0,0,0,0
566,566.jpg,0,0,0,2,0,0,0,0
567,567.jpg,0,0,0,1,0,0,0,0
568,568.jpg,1,0,0,1,0,0,0,0
569,569.jpg,0,1,0,0,1,0,0,0
570,570.jpg,2,0,0,0,0,0,0,0
571,571.jpg,0,0,0,0,1,0,0,0
572,572.jpg,0,0,0,0,1,0,0,0
573,573.jpg,0,0,0,3,0,0,0,0
574,574.jpg,0,0,0,1,0,0,0,1
575,575.jpg,0,1,0,0,0,0,0,0
576,576.jpg,0,0,0,1,0,0,0,0
577,577.jpg,1,0,0,0,0,0,0,0
578,578.jpg,0,0,0,0,2,0,0,0
